nome_cliente,email,idade,data_compra,valor_compra,produto_id,ativo
MURILO GONÇALVES,maria-cecilia56@barbosa.br,,2001/11/22,"801,64",null,não
Sr. Pedro Henrique Alves,email_invalido@.com,57,31-02-2023,R$ 721.47,580,1
Murilo Freitas,melissapereira@yahoo.com.br,,04/01/1986,R$ 429.78,152,não
Fernando da Mata,matheusda-mata@lopes.br,,1959/08/05,"397,43",898,sim
Joaquim Viana,vicente05@bol.com.br,28,31-02-2023,"684,85",,1
Paulo Vieira,hda-rocha@araujo.com,,2018-07-21,R$ 23.43,,1
BEATRIZ SILVA,aalmeida@melo.br,,1987-06-27,474.38,,não
ISABELLY CALDEIRA,jpeixoto@moura.br,,31-02-2023,R$ 246.7,,0
ISABELLA SANTOS,luiza87@das.com,,1982-02-12,R$ 505.39,701-L,yes
CAMILA VIANA,julia22@farias.br,,14/06/1939,"694,57",831,sim
Calebe Das Neves,ana-julia47@nogueira.com,,1971-10-15,R$ 960.46,548-U,yes
Matheus Lopes,catarinada-cunha@porto.org,,10/10/1985,8338.43,,true
srta. maria julia das neves,pietra61@ig.com.br,32,1967/06/07,"803,15",655,yes
DR. LUIGI BARROS,nataliaaraujo@uol.com.br,,1992-09-09,6322.35,621,1
sr. ian moura,mirella14@yahoo.com.br,,31-02-2023,R$ 914.68,null,
sr. eduardo pires,email_invalido@.com,,1956/03/17,R$ 797.45,416-I,
sr. luiz felipe rezende,heitor28@hotmail.com,,1953/11/01,"381,47",516,no
Letícia das Neves,fariasnatalia@cunha.com,,31-02-2023,R$ 193.96,371-L,
Isabelly Mendes,gdias@rodrigues.net,,1967/04/15,1278.55,null,no
mirella viana,ida-mota@gmail.com,,1956/07/31,2035.77,null,1
Nicolas Rocha,castromariana@da.com,,1945/02/08,"379,67",null,não
Alana da Rosa,azevedoemanuel@alves.com,,31-02-2023,"844,15",617,true
juan oliveira,barrosmaite@yahoo.com.br,22,1998-01-30,"160,54",459-Y,não
Pietra Correia,marcelarocha@ig.com.br,62,14/06/1977,R$ 672.5,896,false
Vinicius Jesus,salesgabriela@gmail.com,,31-02-2023,R$ 290.79,658-F,yes
Guilherme Martins,email_invalido@.com,57,1970-02-26,R$ 510.16,null,false
Lucas Novaes,blima@yahoo.com.br,,31-02-2023,"94,7",524-A,no
ana laura moura,silvabernardo@goncalves.net,,1959/05/25,R$ 309.53,873,sim
maria julia pires,email_invalido@.com,26,31-02-2023,"119,61",940,false
giovanna cavalcanti,silveiravinicius@fogaca.org,43,1941/08/09,"218,16",847-J,no
Luiz Henrique Moreira,email_invalido@.com,,1997-12-21,"762,91",null,0
joão lucas lima,da-cunhasarah@nascimento.net,,2014-01-04,R$ 373.74,918-O,no
Evelyn Costa,nogueiraluana@vieira.com,20,1978/07/10,2677.52,,
Pedro Lucas Rocha,novaesian@hotmail.com,,1973-09-18,R$ 534.15,null,
Lívia da Cruz,isadoracaldeira@rezende.com,,10/09/1939,"700,44",527-J,true
rebeca martins,email_invalido@.com,58,02/07/1953,"836,96",null,não
Kaique Peixoto,luiz-gustavo46@ig.com.br,,04/12/1940,7759.5,,false
SRA. PIETRA FOGAÇA,email_invalido@.com,65,1938/10/21,"109,31",109-Y,sim
Heitor Silva,davi-lucca65@da.com,,12/07/1991,R$ 305.33,164,0
SR. THALES ARAGÃO,mnascimento@cardoso.br,,31-02-2023,"393,68",,
VALENTINA SANTOS,barbaraalmeida@hotmail.com,41,25/04/1934,3380.35,,no
Carlos Eduardo Araújo,davi19@hotmail.com,21,1994/03/11,4215.39,,1
SABRINA ARAGÃO,rteixeira@fogaca.br,,30/05/2004,R$ 571.7,466-W,no
Diogo Moraes,da-rochanatalia@duarte.br,,27/02/1942,R$ 556.39,541,sim
ana luiza rocha,email_invalido@.com,,1938/10/11,R$ 920.43,828,true
Lucca Dias,costalevi@barros.br,,31-02-2023,R$ 261.39,682,yes
Thomas Nogueira,tmendes@gmail.com,68,1976-03-13,R$ 23.45,488-N,false
Vinicius Carvalho,email_invalido@.com,,31-02-2023,8012.0,505,no
Ana Luiza Jesus,ryanoliveira@ig.com.br,,1968/10/18,6052.24,null,1
Fernando Cunha,maria-cecilia03@yahoo.com.br,,13/09/1951,R$ 535.72,,false
NOAH VIEIRA,sarahbarbosa@uol.com.br,,30/09/1972,8345.91,809-Y,no
LORENZO OLIVEIRA,thales83@bol.com.br,,1934/05/01,"724,33",null,yes
Ana Sophia Nogueira,xaragao@ig.com.br,,29/06/1942,"176,54",600,true
bernardo cardoso,matheus16@pires.com,,31-02-2023,"193,13",181,false
PIETRA DA COSTA,pedro-lucas34@santos.com,,1990/01/21,R$ 374.46,999,no
Vinicius Da Luz,xcardoso@dias.com,,2002/11/14,R$ 989.76,633-Y,false
dra. maria fernanda gonçalves,theo41@yahoo.com.br,25,1962/10/16,"834,84",null,true
maria vitória castro,lucca65@ig.com.br,45,20/02/1986,"899,68",790,false
Cauã Dias,joaquim51@hotmail.com,,1974/09/06,R$ 28.61,725-M,true
DANIELA PIRES,das-nevesluiz-henrique@jesus.com,,31-02-2023,8967.69,902,no
Sra. Maria Teixeira,ana-vitoria98@da.net,70,25/11/1971,R$ 519.44,null,
Theo Cunha,lopesmarcos-vinicius@cardoso.br,,2023-12-31,"230,66",409-H,false
ALÍCIA DA MATA,email_invalido@.com,,1957/10/10,5035.59,272,0
Eduarda Barbosa,qgomes@das.com,24,31-02-2023,"673,85",445-W,
CAUÊ CUNHA,gda-mata@viana.br,,31-02-2023,R$ 791.56,627,1
nathan ramos,vieirajoao-pedro@yahoo.com.br,,1998/02/25,R$ 480.42,,
Clara Araújo,maria-eduarda23@uol.com.br,,1983-02-03,R$ 974.25,,não
fernando santos,pedro-henriqueda-luz@gmail.com,,1941/07/10,"198,63",,1
ISADORA RIBEIRO,lucas-gabrielnunes@hotmail.com,,1948/07/20,2683.94,163-M,no
CAUÃ FARIAS,vitoria00@yahoo.com.br,58,1959/12/02,R$ 639.87,,0
LARA FERNANDES,mirella20@hotmail.com,,2021-12-17,5568.39,,sim
Ana Laura Campos,antoniooliveira@ig.com.br,,2018-01-04,"292,41",null,1
Henrique Pires,marcelapinto@vieira.com,,2003/07/29,R$ 236.91,,true
Stella Castro,leandroda-cruz@mendes.com,,1957/11/16,"683,49",949-K,
clarice da cruz,maria-alicepeixoto@gmail.com,27,1987-02-18,"926,19",null,
gustavo henrique peixoto,paulomartins@yahoo.com.br,59,2001/12/15,6993.55,null,true
BRUNA FARIAS,caldeiraluiz-otavio@uol.com.br,,07/05/1940,2395.36,398-F,0
Emanuel da Paz,ryanfarias@bol.com.br,,29/04/1998,"594,15",756,true
Brenda Azevedo,goncalvesmilena@bol.com.br,,31-02-2023,"137,13",536-R,0
Clara Viana,ericklopes@moreira.br,58,11/11/1949,7.73,554,não
guilherme carvalho,email_invalido@.com,68,31-02-2023,356.57,,no
sra. catarina caldeira,claranogueira@gmail.com,,2001/07/08,R$ 862.32,499,0
melissa santos,ribeirorodrigo@campos.com,70,1964/03/09,"434,25",,não
Samuel Cardoso,barrosarthur@ribeiro.br,28,2008-08-13,7795.36,624,true
Fernanda da Mota,fariasdavi-luiz@uol.com.br,,08/05/1978,R$ 435.17,524-K,no
Ana Julia Alves,hda-cruz@viana.com,,31-02-2023,R$ 489.73,,no
Mirella Duarte,email_invalido@.com,,06/04/1947,1025.46,,não
Thiago Silva,email_invalido@.com,41,31-02-2023,R$ 662.57,742-C,yes
Stephany Pereira,gustavo-henrique14@yahoo.com.br,47,1985-01-10,"490,93",,yes
FERNANDA PEREIRA,mendessofia@hotmail.com,,08/11/2006,"703,34",567-Q,
Lara da Rosa,kmelo@souza.br,,2002-05-23,7180.7,,sim
Natália Farias,sofia43@bol.com.br,21,31-02-2023,R$ 706.73,,
Sr. Ian Rocha,ppinto@ig.com.br,,2016-11-06,"541,66",,yes
ANA LAURA NUNES,carolinemonteiro@cavalcanti.br,,31-02-2023,R$ 305.98,132-O,false
RODRIGO DA CONCEIÇÃO,email_invalido@.com,49,31-02-2023,9268.52,null,true
Emanuelly Silva,emanuel12@nascimento.net,44,1968/10/26,R$ 149.25,637,1
Beatriz Jesus,tcavalcanti@ig.com.br,,1999-05-14,6158.47,867-Z,yes
Raquel Da Rocha,tda-paz@gmail.com,,31-02-2023,"860,40",429-Q,sim
Lara Costa,email_invalido@.com,32,31-02-2023,R$ 320.49,null,
Sra. Maria Fernanda Cunha,sabrinadias@barros.net,,31-02-2023,"231,7",null,sim
Luiz Gustavo Cardoso,email_invalido@.com,,2002/08/21,R$ 472.32,570,false
danilo ribeiro,ana-laurarezende@hotmail.com,,1996/06/20,R$ 694.67,null,não
DR. CAIO CORREIA,rsilveira@uol.com.br,54,1946/12/29,3596.26,null,true
Maria Eduarda Oliveira,aliciada-cunha@bol.com.br,62,1934/11/11,"67,20",790,no
Mariana Moreira,mendesdiego@monteiro.br,,2021-05-03,R$ 316.53,null,true
ian cardoso,ada-conceicao@cardoso.com,,31-02-2023,R$ 153.16,,1
MARIA ALICE DUARTE,email_invalido@.com,,04/01/1939,3129.3,null,true
Eduardo da Luz,bsouza@ig.com.br,,2003-01-24,8833.17,438-I,yes
ALEXANDRE DA ROSA,rebeca46@bol.com.br,,17/03/1977,R$ 298.14,null,true
Raquel Campos,maysacostela@yahoo.com.br,,1988-04-24,R$ 470.93,,yes
Sr. Matheus da Mata,bcaldeira@viana.com,,2000-02-26,2029.37,472,true
Arthur Cunha,da-rochaisabelly@pereira.net,,1987-08-22,R$ 683.76,760-G,não
Luigi Freitas,diasisaac@gomes.br,,1987-07-25,R$ 240.75,274,yes
dr. thales lopes,ianpereira@uol.com.br,,1974/07/14,1026.37,,sim
Dr. Lucas Lima,clara99@hotmail.com,,16/09/1981,"90,8",,true
Marcos Vinicius Ribeiro,da-costaana-luiza@hotmail.com,52,2009-07-01,"300,1",803,true
SR. DANIEL DA CUNHA,azevedoleticia@hotmail.com,,27/10/1987,9824.33,633-C,0
Eduardo Rodrigues,miguelda-cruz@silveira.br,,2017-09-29,129.66,,não
João Felipe Castro,cecilia24@gmail.com,70,1971/10/18,"436,35",881-E,0
IGOR GONÇALVES,unogueira@ig.com.br,25,18/08/1971,R$ 104.36,886-S,true
ISADORA VIEIRA,sophialopes@porto.br,,1991/09/15,"397,37",316,no
DR. MARCELO MOURA,kazevedo@alves.br,,21/10/1994,"776,76",null,no
Emanuella Rezende,alicia04@bol.com.br,,23/06/1975,"875,97",,não
dra. mariana peixoto,qrezende@yahoo.com.br,,31-02-2023,"272,25",,sim
Sra. Maria Vitória Martins,vitor90@rodrigues.com,,2003-05-19,R$ 10.29,454-I,1
gabrielly cardoso,flima@yahoo.com.br,,1991-10-14,R$ 274.28,609,1
Sra. Raquel Ferreira,maria-alicebarbosa@yahoo.com.br,,2018-03-21,R$ 144.95,349-S,true
Beatriz Pereira,otavio36@barros.br,69,31-02-2023,"642,64",759,sim
Melissa Castro,brendavieira@moura.com,,2005-07-10,"513,46",null,true
SR. BENJAMIN CAMPOS,email_invalido@.com,,31-02-2023,R$ 283.2,707,false
Vitor Lopes,amandada-cunha@pinto.com,,1957/12/16,R$ 137.6,565,false
Milena Nascimento,gustavoda-rocha@monteiro.com,,31-02-2023,"496,22",null,no
Melissa da Cunha,theo46@oliveira.net,59,1999-03-11,R$ 256.66,410,true
João Vitor Da Cunha,email_invalido@.com,60,24/11/1981,9873.27,475,true
Caio Da Conceição,ysantos@santos.net,57,1996-10-30,"645,58",null,
Vicente Barros,theosilveira@gomes.com,29,31-02-2023,"929,15",,true
Sr. Bernardo da Mata,fernando91@ig.com.br,,1976-09-04,"552,54",null,true
Vitor Mendes,obarros@moura.com,34,31-02-2023,6516.12,null,0
Lucas Gabriel Barros,otavio63@costela.br,,31-02-2023,R$ 399.27,,1
Guilherme Lopes,qda-rocha@azevedo.com,,06/09/1979,7965.94,null,0
Lucas Aragão,da-costastella@barbosa.br,,1983/05/03,R$ 519.43,764,sim
Isis Melo,oliveiratheo@pinto.com,,1980/09/24,"160,84",458-N,true
Dra. Valentina Duarte,eduarda72@hotmail.com,,1984-06-21,R$ 895.77,,
Stephany Gonçalves,sabrina57@araujo.com,19,26/02/1995,"698,6",632,yes
VICENTE SALES,leandromartins@gmail.com,,09/09/1988,"401,1",380,true
Igor Ramos,lara69@hotmail.com,,31-02-2023,"851,74",null,sim
Kevin Mendes,freitasemanuelly@moreira.br,,2007-05-05,"932,11",null,no
Bianca Nascimento,davi-luiz21@ig.com.br,,1985-08-31,R$ 914.41,,false
Ana da Rocha,dda-cruz@da.com,43,05/06/1950,8330.35,425,não
VITOR NOVAES,gabriellylima@ig.com.br,,1968/04/08,"373,57",606-I,não
LUIZ OTÁVIO DA CONCEIÇÃO,luiza99@uol.com.br,,12/12/2001,R$ 952.22,null,true
PEDRO MIGUEL OLIVEIRA,qda-mata@bol.com.br,42,31-02-2023,9900.6,null,1
ISIS RODRIGUES,email_invalido@.com,,08/07/1970,"34,66",844,false
ALÍCIA DA CUNHA,email_invalido@.com,66,1969/08/24,"946,9",,não
SR. DAVI LUCAS PEREIRA,peixotogabrielly@caldeira.net,,1995/03/15,R$ 275.5,698,no
ana carolina ferreira,davi-lucas06@yahoo.com.br,,1973/12/06,"125,38",780-F,não
LUIZA CUNHA,mariane76@yahoo.com.br,,1979-10-07,R$ 417.87,950,não
Leonardo Porto,brendacardoso@gmail.com,,23/02/1987,4228.75,null,sim
enrico moreira,sarah58@yahoo.com.br,28,1985/07/10,4191.52,null,true
Sra. Nicole Gomes,mirella14@barros.br,,1973-02-01,R$ 53.29,null,yes
Maria Luiza da Luz,marianacosta@alves.org,,1982-04-22,616.84,,true
Miguel Souza,vitor-hugofarias@barbosa.org,,1967/12/23,609.88,441-K,0
Rodrigo Martins,email_invalido@.com,,31-02-2023,"457,38",890-D,
Srta. Natália Campos,email_invalido@.com,,31-02-2023,5029.72,591-H,não
DR. ALEXANDRE DA CONCEIÇÃO,cardosoguilherme@hotmail.com,48,2022-04-01,"895,15",null,no
Maria das Neves,efreitas@hotmail.com,29,2020-02-21,R$ 405.7,null,
andré da rosa,ramosheitor@hotmail.com,,31-02-2023,R$ 656.74,241,
dr. leonardo farias,pauloda-mata@yahoo.com.br,30,2002-03-30,3775.1,null,
Juliana Dias,oliveiraesther@gmail.com,,31-02-2023,"62,96",212,
Sofia Pereira,caua84@hotmail.com,,1977/07/03,R$ 869.6,null,no
Isabel Rocha,raquelda-conceicao@gmail.com,40,31-02-2023,693.3,null,no
MARINA PINTO,fogacalivia@dias.br,47,1944/12/13,4147.5,653,
RODRIGO NOGUEIRA,ana-beatrizaraujo@azevedo.com,,31-02-2023,"148,73",467-D,false
MURILO MORAES,ofernandes@sales.net,,1946/01/24,R$ 337.9,,sim
Emanuel Moreira,eduardo83@yahoo.com.br,,1997-03-20,500.3,,false
Júlia Duarte,saragao@azevedo.br,40,1986/04/08,R$ 799.54,,false
Fernanda Monteiro,ana-carolina54@gmail.com,23,1980-05-05,R$ 355.92,247-S,0
Bernardo Campos,davi-lucas40@viana.br,,12/08/1945,R$ 41.68,,yes
LAURA ROCHA,joao-gabriel95@yahoo.com.br,,2006/02/15,6194.64,null,sim
lívia lopes,marialima@melo.br,,1992/10/16,R$ 130.34,null,
maria sophia almeida,castromaria@duarte.com,60,2003/09/10,R$ 871.93,null,1
Manuela Das Neves,igor77@carvalho.com,43,1985-10-22,7471.71,,não
MARIA SOPHIA MONTEIRO,email_invalido@.com,36,31-02-2023,"115,93",,true
larissa da costa,email_invalido@.com,23,1942/09/29,8644.96,,false
VITOR GABRIEL PEIXOTO,lucas-gabriel59@moura.org,69,31-02-2023,R$ 641.88,769-O,não
Erick Teixeira,email_invalido@.com,,31-02-2023,"31,23",383-U,não
Milena Moraes,nathannovaes@gmail.com,69,09/05/1940,5088.8,287,0
sophia rodrigues,duartenathan@das.br,,1953/10/28,R$ 986.77,,yes
YURI DA COSTA,miguel06@nascimento.br,,31-02-2023,R$ 171.52,541,1
DIOGO PIRES,antonio90@castro.br,,1983/11/06,4660.55,null,no
João Pedro Oliveira,email_invalido@.com,20,31-02-2023,"615,24",,
Vinicius Silva,nogueiraguilherme@ferreira.br,25,1968/03/05,R$ 128.98,662-S,não
vitor hugo cardoso,nascimentohelena@ig.com.br,,31-02-2023,"409,26",908,
Dra. Valentina Farias,da-matadaniela@bol.com.br,,22/07/1981,5072.28,null,1
Sr. Diego Fogaça,email_invalido@.com,46,1993-04-27,"656,63",,true
RYAN CAMPOS,gda-mata@bol.com.br,51,05/10/1987,329.66,,
Sr. Davi Luiz Pereira,bryanaraujo@da.com,20,1997/06/19,5581.57,126,false
VALENTINA OLIVEIRA,email_invalido@.com,,31-02-2023,3031.37,886,no
sr. paulo barros,mendesmariana@caldeira.com,,31-02-2023,R$ 750.84,205,true
Rodrigo Aragão,da-rosagustavo@ig.com.br,,2019-02-24,5280.27,,não
sr. davi luiz novaes,joanada-luz@yahoo.com.br,53,31-02-2023,"767,92",,sim
Fernando Silva,email_invalido@.com,,25/05/1956,R$ 907.86,null,sim
Lucas Moura,costelamiguel@porto.br,,1979/11/26,3455.6,193,yes
Ana Júlia Novaes,vfogaca@silva.com,,07/07/1999,R$ 115.46,284,0
THOMAS RAMOS,moraesyuri@ig.com.br,,1940/12/18,R$ 878.5,,yes
Srta. Bruna da Rocha,clariceda-mata@yahoo.com.br,25,2001/03/11,"964,68",null,sim
Isadora Alves,emoreira@uol.com.br,23,1982/07/03,1810.87,866-U,não
ANTÔNIO PORTO,da-motayago@ig.com.br,,31-02-2023,8081.78,944-Y,false
OTÁVIO TEIXEIRA,camposleticia@novaes.com,49,04/04/1952,"986,84",532-A,yes
Heitor Azevedo,ugomes@ig.com.br,,11/10/1952,3966.9,318-I,yes
Rafaela Aragão,martinssarah@souza.org,,19/08/1975,R$ 911.23,null,0
luana souza,thalesduarte@bol.com.br,,2001-05-19,3224.57,,no
leonardo jesus,laura26@silveira.com,,20/01/1990,R$ 264.55,null,0
LARA MORAES,ofreitas@ig.com.br,62,07/11/1996,"668,35",null,true
augusto pires,eloah19@ramos.com,,2003-02-15,"229,81",null,no
LUCAS GABRIEL SOUZA,livia07@bol.com.br,,1991/04/22,R$ 638.51,667-C,
Samuel Carvalho,rebeca74@farias.net,57,22/01/1985,6446.98,883-T,no
Joana Viana,augusto44@ig.com.br,70,2002-07-28,8067.57,,yes
Rebeca Barros,qrezende@viana.org,44,31-02-2023,2845.26,425-N,0
yuri barros,barbosaesther@dias.com,,1982/08/18,R$ 688.15,855,1
joão miguel santos,carolinacosta@nunes.com,,1984-03-23,"366,15",,yes
BENJAMIN MELO,cpinto@rodrigues.com,,1988-05-11,R$ 805.22,,
diogo sales,leandro38@bol.com.br,,31-02-2023,"556,91",985-L,no
Pedro Lucas Gomes,alicia48@fogaca.com,,1995-02-01,R$ 107.96,,sim
Laura Araújo,giovannacostela@gmail.com,,1978-02-21,R$ 431.74,null,
dr. pedro lucas silveira,gabriel84@moura.com,,31-02-2023,R$ 41.86,null,sim
Sr. Igor Barbosa,ycosta@bol.com.br,,31-02-2023,R$ 80.78,null,1
Luiz Henrique Azevedo,otavio29@ramos.org,,1980/10/05,4308.75,269-L,
Davi Moura,costaeloah@yahoo.com.br,,31-02-2023,"919,30",null,false
Maria Clara Farias,vieiranina@pereira.br,,1936/12/20,5271.4,,0
Dra. Mariane Ferreira,mourasarah@monteiro.net,20,1954/11/10,1541.18,618,no
Marcelo Moreira,nascimentofernando@hotmail.com,32,31-02-2023,"463,23",null,0
BRYAN CARDOSO,da-costaluana@cavalcanti.com,,30/03/1989,R$ 13.8,null,yes
Ana Sophia Lima,sabrina66@yahoo.com.br,,31-02-2023,"880,5",392,0
Luiz Henrique da Cunha,ncavalcanti@hotmail.com,,31-02-2023,"828,79",null,true
ana luiza jesus,diogo04@ig.com.br,,2017-05-07,4118.78,608,
Sr. Juan Oliveira,isabelly90@aragao.com,,2001/12/02,R$ 143.55,null,1
SR. JOÃO FELIPE SOUZA,francisco08@da.com,,31-02-2023,R$ 950.98,null,não
Natália Almeida,barbosanathan@jesus.net,,31-02-2023,"18,44",,0
DANILO FARIAS,viniciuscaldeira@hotmail.com,,31-02-2023,9168.98,616-V,0
Thomas Nascimento,nogueiralevi@almeida.org,26,1975/04/06,R$ 296.8,,
camila monteiro,dpinto@moraes.com,,2023-01-15,R$ 610.7,,0
Evelyn Moraes,gustavo-henriquebarbosa@almeida.br,,1978-06-04,"627,40",253,1
DANIELA DIAS,mviana@nogueira.com,56,1942/10/21,"547,90",906-L,1
LUNA MOURA,rcastro@caldeira.com,,31-02-2023,R$ 472.39,307,não
THALES DIAS,fogacabruna@das.net,66,18/03/1964,R$ 626.1,,0
Dr. Vitor Gabriel Lopes,camila16@hotmail.com,,14/11/1962,"601,16",829-P,sim
Sr. João Guilherme Peixoto,antonio50@yahoo.com.br,,2003-01-29,"968,5",null,yes
Pietro Lima,carolinelopes@das.br,,12/06/1957,"822,72",990,sim
PIETRO SALES,maria-alicealmeida@yahoo.com.br,,1935/09/05,4878.69,223-X,
JÚLIA AZEVEDO,melojulia@ig.com.br,,2003-02-03,"623,11",null,true
pietro da mota,alanacardoso@costa.com,,31-02-2023,1384.32,null,yes
ANA JÚLIA CARDOSO,enunes@hotmail.com,62,1953/09/13,R$ 466.33,596,yes
Cecília Sales,goncalvesmaria-sophia@yahoo.com.br,20,31-02-2023,R$ 769.52,807,não
Maria Vitória Novaes,julia25@ig.com.br,,31-02-2023,"944,40",679-B,
NATÁLIA ALVES,wsilveira@gmail.com,19,1978-06-14,"246,20",,0
Bruna Da Conceição,sda-mata@martins.com,38,26/05/1940,31.44,,no
matheus rezende,wviana@yahoo.com.br,,1949/09/01,8095.73,null,
theo monteiro,ana-laura40@hotmail.com,41,1975/08/27,R$ 653.11,,false
Catarina Da Rosa,moreirabruna@nascimento.br,,2008-12-18,R$ 134.79,null,false
sophie ferreira,gustavo-henrique35@uol.com.br,,31-02-2023,"539,23",591-J,no
henrique da costa,rebecamendes@nogueira.br,57,2012-06-13,837.29,,false
Eduarda Farias,marcela56@hotmail.com,,1998/06/29,5638.26,786,1
maria julia ribeiro,guilherme40@pires.com,61,2008-09-03,R$ 960.83,855-T,1
DRA. CAROLINE FERREIRA,email_invalido@.com,,02/05/2000,7395.85,,1
pietro monteiro,pnascimento@santos.com,46,31-02-2023,"903,70",,
Nathan Martins,email_invalido@.com,31,31-02-2023,"821,38",null,true
diego da rocha,email_invalido@.com,,13/11/1935,4791.67,null,sim
luiz henrique castro,ana-carolinaoliveira@fernandes.br,,31-02-2023,"819,66",138-H,true
ana carolina da rosa,helenafernandes@yahoo.com.br,,31-02-2023,R$ 141.88,,não
Dr. Luiz Henrique Araújo,ana-livia72@carvalho.br,,31-02-2023,"528,37",654-O,1
Calebe Peixoto,costelacatarina@campos.com,,21/02/1977,"319,18",null,false
JOANA NUNES,ysantos@santos.br,67,1980-10-09,"283,52",926,no
ana sophia cardoso,caua10@uol.com.br,22,2006/03/10,9713.41,144-F,yes
EMANUELLA DA CONCEIÇÃO,pedro-miguel43@duarte.com,,1993-06-05,2864.6,567,no
OTÁVIO GONÇALVES,kevinduarte@ferreira.com,19,1945/03/02,6631.87,,não
vitor gabriel melo,lorenzo28@da.br,,27/10/1948,R$ 905.1,null,false
RENAN PEIXOTO,joaquim57@martins.com,33,2023-07-02,5010.67,642,sim
BRYAN FERREIRA,vieiramaria-eduarda@barros.net,,31-02-2023,4156.94,null,1
João Guilherme Da Mata,rcunha@gmail.com,,1999-12-10,9188.27,936-T,no
ana vitória farias,pereirajoao-vitor@uol.com.br,,28/01/1990,R$ 311.6,478-W,1
Sr. Erick Azevedo,da-luzamanda@peixoto.net,36,10/02/1989,R$ 61.62,null,não
Anthony Rezende,vitoria20@bol.com.br,,1946/06/04,3195.24,223-T,
Julia Silveira,francisco34@hotmail.com,,31-02-2023,2468.34,126,sim
sra. mirella jesus,ana-beatriz73@rezende.br,20,31-02-2023,"261,28",,yes
Mariane Da Mata,fda-mata@da.br,,1945/03/15,3286.1,null,1
Sabrina Ramos,yviana@yahoo.com.br,34,1984-02-16,"95,18",,1
DANILO ALVES,pedro-henriquenunes@uol.com.br,66,14/10/1976,9160.94,,no
Mirella Gomes,email_invalido@.com,36,31-02-2023,"972,77",,0
JOAQUIM DA CONCEIÇÃO,carlos-eduardomoraes@cavalcanti.com,,1956/09/13,R$ 944.34,,sim
Alícia Rezende,joao-pedrolopes@bol.com.br,27,13/02/1969,6567.69,,não
Pedro Miguel Almeida,milena60@bol.com.br,,1976/08/16,183.87,,false
Gustavo Nunes,helenamelo@hotmail.com,49,09/09/1959,R$ 442.9,null,false
Dra. Maria Clara Lima,das-nevesyuri@ig.com.br,,2022-12-16,R$ 347.54,917-T,sim
luna cardoso,rlima@ig.com.br,40,31-02-2023,"953,55",null,false
nathan jesus,portocaio@porto.com,,1985-10-03,1506.91,888,
Joaquim Campos,email_invalido@.com,,10/11/1970,R$ 431.42,,no
Breno Ramos,valentinaviana@uol.com.br,,12/08/1990,"660,68",,false
Mariana Freitas,email_invalido@.com,,13/06/1985,"930,50",,0
natália silveira,pintovitoria@costela.com,69,31-02-2023,"362,52",null,yes
Vitor Gabriel Freitas,mcavalcanti@araujo.com,,29/01/1952,R$ 533.3,null,false
Sophie Ramos,melissaramos@hotmail.com,56,04/08/1976,"26,21",386,yes
Kevin Mendes,ana-luiza47@viana.com,62,1991/08/27,R$ 746.27,630-E,yes
yuri farias,miguelpereira@uol.com.br,,19/05/1977,"989,68",957-A,
Cauê Farias,ferreiradavi-lucas@castro.br,47,31-02-2023,"749,79",235,yes
DAVI LUCAS PEIXOTO,email_invalido@.com,33,12/09/1965,7635.13,889,no
DR. BRUNO CORREIA,caldeirasabrina@duarte.br,,25/02/1978,"182,39",846-I,false
SR. HENRIQUE PEREIRA,castrokevin@uol.com.br,28,1969/09/26,2233.3,,
otávio costela,limastephany@da.br,,11/08/2000,1245.31,613,no
Vitor Hugo Da Paz,lucas-gabriel09@hotmail.com,63,1962/04/20,R$ 708.11,922,1
ISAAC DA CUNHA,mariada-mata@barbosa.com,,14/01/1946,1345.35,,0
ana da conceição,fnovaes@gmail.com,42,31-02-2023,R$ 126.64,,0
Ana Beatriz Vieira,oferreira@yahoo.com.br,,2011-07-17,"121,27",574,no
SR. CAUÃ RODRIGUES,zmonteiro@uol.com.br,28,1976/12/07,"263,98",580-C,1
LEVI MORAES,moraesalicia@bol.com.br,,01/12/1942,R$ 712.24,null,0
maria vitória cunha,ana-julia87@das.br,69,08/02/2003,"93,46",168,
Luiz Gustavo Nogueira,ncaldeira@yahoo.com.br,52,1992/06/01,R$ 356.91,827-X,1
beatriz da cruz,henriquegoncalves@bol.com.br,,10/05/2001,3003.15,356-R,sim
CLARA DA ROSA,nathan68@nunes.br,,2002/05/16,"418,54",null,não
Dra. Isabelly Castro,limalavinia@porto.com,,07/11/1974,R$ 257.83,,false
larissa correia,bryanduarte@uol.com.br,,21/08/1983,"673,3",440,no
MIRELLA NUNES,andreoliveira@duarte.com,,19/05/1952,R$ 421.62,,
Ana Luiza Cardoso,silvalaura@gmail.com,68,2015-01-25,R$ 744.87,223,0
ANA CAROLINA CASTRO,email_invalido@.com,27,31-02-2023,R$ 462.32,,false
GUSTAVO TEIXEIRA,aragaosarah@oliveira.br,,14/07/1949,7197.3,384-L,false
Ana Laura Gonçalves,ana-lauranovaes@pires.com,,1973-01-22,"624,60",null,
